33,58,31.8,18.6,6.3,13.8,46,2.5,6.5,38,3.5,3.8,91.9,0.6,4.8,5.4,7.9,2.2,1.7,0.2,2.4,40.4,14,1,8.6,115.4,102.2,13.2,38.9,3.57,31,2,15.1,8.6,8.7,55,60.4,23.9,99.65,16.6,0,1
26,81,36.1,21.4,8.2,18.6,44.3,2.3,5.9,39.7,2.6,3.1,83.6,0.7,3.3,4,3.4,1.9,1,0.4,2.1,33.5,1,0,1.5,106.6,105.1,1.5,15.6,1.8,13.4,1.7,8.9,5.3,7.4,50.6,53.6,25.7,98.84,10.9,0,1
31,70,19.1,10,3.2,8.6,37.9,2.3,6.5,36.1,1.2,1.4,83.5,0.3,1.9,2.2,0.8,0.6,0.5,0.3,1.9,15.7,0,0,3.9,109,100.1,8.8,6.1,1.41,7.6,1.3,9.7,5.5,5.4,51.6,54.5,21.2,101.17,7.7,0,1
24,74,27.5,13.9,6,9.1,65.2,0,0,0,1.9,3.5,56,3.3,7.6,10.8,0.9,1.4,0.8,1.9,2.5,34.8,42,0,5.1,113.1,103.8,9.3,5.5,0.66,7.1,11.9,27.8,19.8,10.8,65.2,65,18.8,99.03,15.5,0,1
25,33,19,7.1,2.6,4.7,54.5,0.1,0.1,66.7,1.8,2.6,71.8,2,3.3,5.4,0.9,1,0.4,0.6,2.5,17.1,1,0,0.7,105.7,103.6,2.1,7.5,0.94,12.1,9.7,18.4,13.8,12.9,55.1,60.2,15.1,100.91,9.6,0,1
29,21,2.3,0.6,0.2,0.7,33.3,0,0,0,0.1,0.3,33.3,0.1,0.6,0.7,0.1,0,0.1,0,0.5,2,0,0,-0.1,100,102.7,-2.7,8.1,3,13.6,5.7,28.6,15.8,4.5,33.3,34,15,108.92,2.8,0,1
32,72,16.8,5.3,2,4.4,44.9,0.4,1.5,28.2,0.9,1.3,72.2,0.6,1.5,2.1,0.9,0.7,1.1,0.2,1.9,12.4,0,0,-0.8,104.5,107.1,-2.6,7.3,1.33,13.8,3.3,8.9,6,10.4,49.8,53.4,13.4,104.84,5.9,0,1
26,82,27,7.9,3.1,7.4,42.4,0.8,2.3,35.3,0.9,1.1,74.5,0.5,2.7,3.2,3.2,1.1,1,0.2,1.7,19,1,0,-0.6,104.6,106,-1.4,16.4,2.99,26.2,1.7,10.1,5.9,8.8,47.9,50.3,14.2,98.49,7.8,0,1
32,76,30.4,12,4.5,9.9,45.4,1.5,3.7,40.6,1.5,1.6,91.9,0.4,2.6,2.9,2.4,1.1,1.1,0.2,1.4,21.8,1,0,-3.4,104.7,110.4,-5.7,11.3,2.14,16.9,1.3,8.2,4.8,7.9,52.9,56.4,16.4,98.45,8.5,0,1
25,55,17.8,5.6,2.3,3.9,59.1,0,0,0,1,1.5,66.7,1.5,2.7,4.2,1,1,0.3,0.2,1.9,12.7,3,0,-6.1,93.5,110.6,-17,9.3,1.02,15.3,7.6,15.8,11.4,15,59.1,61.4,13.1,99.86,8.2,0,1
